customer_ID,gender,tenure,internet_service,contract,payment_method,monthly_charges,total_charges,churn
0125-LZQXK,Male,15,Fiber optic,Month-to-month,Electronic check,101,1554,1
5461-QKNTN,Male,43,Fiber optic,Month-to-month,Electronic check,94,3953,0
4835-YSJMR,Male,39,DSL,Two year,Bank transfer (automatic),50,1971,0
8399-YNDCH,Male,21,DSL,Month-to-month,Bank transfer (automatic),60,1236,1
3164-YAXFY,Male,57,DSL,Month-to-month,Electronic check,54,3196,0
0887-WBJVH,Female,53,Fiber optic,One year,Electronic check,93,4872,0
4660-IRIBM,Male,18,Fiber optic,Month-to-month,Mailed check,88,1501,0
5673-FSSMF,Female,1,DSL,Month-to-month,Electronic check,60,60,1
7670-ZBPOQ,Female,58,DSL,One year,Bank transfer (automatic),61,3479,0
8089-UZWLX,Female,71,Fiber optic,Two year,Bank transfer (automatic),104,7414,0
0080-OROZO,Female,35,Fiber optic,One year,Electronic check,99,3532,0
3916-NRPAP,Male,3,Fiber optic,Month-to-month,Credit card (automatic),86,257,0
6807-SIWJI,Male,38,Fiber optic,One year,Electronic check,105,3887,0
8221-HVAYI,Male,35,DSL,Two year,Credit card (automatic),69,2490,0
1579-KLYDT,Male,7,Fiber optic,Month-to-month,Electronic check,90,593,1
5232-NXPAY,Female,47,DSL,Two year,Mailed check,74,3510,0
8967-SZQAS,Female,14,DSL,Month-to-month,Electronic check,50,765,0
4468-KAZHE,Female,20,DSL,Month-to-month,Electronic check,60,1259,0
0455-ENTCR,Male,66,DSL,Two year,Electronic check,85,5538,0
8944-AILEF,Male,15,No,Month-to-month,Credit card (automatic),19,341,0
5542-NKVRU,Female,42,No,Two year,Bank transfer (automatic),21,844,0
7126-RBHSD,Female,17,Fiber optic,Month-to-month,Electronic check,79,1349,0
5370-IIVVL,Male,37,Fiber optic,One year,Credit card (automatic),105,3778,0
6789-HJBWG,Female,12,DSL,Month-to-month,Electronic check,49,612,0
3927-NLNRY,Male,53,Fiber optic,One year,Bank transfer (automatic),94,4868,1
9087-EYCPR,Female,60,No,Two year,Mailed check,25,1505,0
6791-YBNAK,Male,18,DSL,Month-to-month,Credit card (automatic),26,468,0
6358-LYNGM,Male,1,Fiber optic,Month-to-month,Electronic check,75,75,1
6077-BDPXA,Female,3,Fiber optic,Month-to-month,Electronic check,70,194,0
0013-MHZWF,Female,9,DSL,Month-to-month,Credit card (automatic),69,571,0
5494-HECPR,Female,1,Fiber optic,Month-to-month,Electronic check,80,80,1
8268-YDIXR,Male,56,Fiber optic,One year,Electronic check,93,5254,0
9824-BEMCV,Male,17,Fiber optic,Month-to-month,Electronic check,69,1150,1
1373-ORVIZ,Female,11,DSL,Month-to-month,Electronic check,66,741,1
4291-SHSBH,Male,7,Fiber optic,Month-to-month,Electronic check,70,521,0
6980-IMXXE,Female,69,No,Two year,Bank transfer (automatic),20,1413,0
9866-QEVEE,Male,19,Fiber optic,Month-to-month,Bank transfer (automatic),86,1532,1
9897-KXHCM,Female,3,Fiber optic,Month-to-month,Electronic check,80,250,1
0040-HALCW,Male,54,No,Two year,Credit card (automatic),20,1091,0
0784-GTUUK,Male,62,No,One year,Credit card (automatic),24,1447,0
7979-CORPM,Male,24,Fiber optic,Month-to-month,Credit card (automatic),91,2283,1
2294-DMMUS,Female,62,DSL,Month-to-month,Credit card (automatic),70,4300,0
0872-JCPIB,Male,17,DSL,Month-to-month,Bank transfer (automatic),66,1111,0
3055-MJDSB,Male,9,DSL,Month-to-month,Mailed check,25,190,0
9091-WTUUY,Male,64,DSL,Two year,Mailed check,69,4448,0
1618-CFHME,Female,2,Fiber optic,Month-to-month,Electronic check,76,143,1
3165-HDOEW,Male,1,DSL,Month-to-month,Mailed check,46,46,1
6581-NQCBA,Female,16,DSL,Month-to-month,Electronic check,50,810,1
7115-IRDHS,Female,72,No,Two year,Bank transfer (automatic),25,1830,0
8496-DMZUK,Male,30,Fiber optic,One year,Bank transfer (automatic),90,2821,0
2040-VZIKE,Female,49,Fiber optic,Month-to-month,Mailed check,101,4847,0
9068-VPWQQ,Male,61,DSL,Two year,Credit card (automatic),75,4729,0
0178-SZBHO,Male,47,Fiber optic,Month-to-month,Electronic check,87,4017,0
0384-RVBPI,Male,20,DSL,Month-to-month,Credit card (automatic),64,1399,0
1689-MRZQR,Male,34,Fiber optic,Month-to-month,Electronic check,78,2564,1
1299-AURJA,Female,70,No,Two year,Bank transfer (automatic),25,1686,0
4525-VZCZG,Male,54,Fiber optic,One year,Electronic check,106,5827,0
1543-LLLFT,Male,61,Fiber optic,One year,Mailed check,98,6067,0
5835-BEQEU,Male,3,Fiber optic,Month-to-month,Electronic check,77,228,1
2788-CJQAQ,Male,13,No,One year,Mailed check,19,270,0
5565-FILXA,Female,16,Fiber optic,Month-to-month,Electronic check,96,1529,1
0319-QZTCO,Female,3,DSL,Month-to-month,Credit card (automatic),59,169,0
2120-SMPEX,Male,25,No,Month-to-month,Mailed check,20,536,0
0096-FCPUF,Male,30,DSL,Month-to-month,Mailed check,65,1888,0
0668-OGMHD,Female,21,DSL,Month-to-month,Electronic check,29,629,0
5552-ZNFSJ,Male,1,DSL,Month-to-month,Electronic check,45,45,1
2223-KAGMX,Female,15,No,Month-to-month,Bank transfer (automatic),19,289,1
6507-ZJSUR,Male,23,Fiber optic,Month-to-month,Electronic check,90,2117,0
9408-HRXRK,Female,45,Fiber optic,Month-to-month,Electronic check,105,4731,0
5593-SUAOO,Female,24,Fiber optic,One year,Bank transfer (automatic),83,2033,0
7321-PKUYW,Female,11,Fiber optic,Month-to-month,Electronic check,90,988,1
2833-SLKDQ,Male,1,DSL,Month-to-month,Mailed check,45,45,1
6766-HFKLA,Female,56,Fiber optic,Two year,Bank transfer (automatic),103,5744,0
7595-EUIVN,Female,1,Fiber optic,Month-to-month,Electronic check,76,76,1
7617-EYGLW,Male,1,No,Month-to-month,Electronic check,19,19,0
2026-TGDHM,Female,7,Fiber optic,Month-to-month,Electronic check,79,523,1
9220-ZNKJI,Female,55,Fiber optic,Two year,Credit card (automatic),89,4805,0
4030-VPZBD,Female,2,DSL,Month-to-month,Electronic check,31,59,1
2226-ICFDO,Female,72,DSL,Two year,Credit card (automatic),86,6111,0
0723-VSOBE,Female,45,DSL,One year,Electronic check,34,1597,0
5529-GIBVH,Female,47,No,Two year,Mailed check,20,1046,0
4187-CINZD,Female,46,Fiber optic,One year,Credit card (automatic),95,4424,1
9992-UJOEL,Male,2,DSL,Month-to-month,Mailed check,50,93,0
4741-WWJQZ,Female,2,Fiber optic,Month-to-month,Electronic check,80,195,0
6625-UTXEW,Female,12,DSL,Month-to-month,Electronic check,51,612,0
6818-WOBHJ,Female,68,Fiber optic,Month-to-month,Bank transfer (automatic),90,6128,1
6244-BESBM,Male,69,Fiber optic,Two year,Credit card (automatic),95,6672,0
1004-NOZNR,Male,56,Fiber optic,One year,Credit card (automatic),95,5264,0
1251-STYSZ,Female,4,Fiber optic,Month-to-month,Electronic check,80,304,0
2612-PHGOX,Male,64,DSL,Two year,Bank transfer (automatic),76,4819,0
2408-TZMJL,Male,59,Fiber optic,One year,Electronic check,110,6448,1
8480-PPONV,Male,62,Fiber optic,Two year,Bank transfer (automatic),116,7159,0
8780-IHCRN,Male,63,No,Two year,Credit card (automatic),25,1575,0
4598-ZADCK,Female,53,DSL,One year,Electronic check,54,2879,0
1257-SXUXQ,Male,5,No,Month-to-month,Mailed check,19,86,0
9681-KYGYB,Male,49,Fiber optic,Month-to-month,Electronic check,88,4159,0
7182-OVLBJ,Female,62,Fiber optic,Two year,Bank transfer (automatic),101,6638,0
5095-ETBRJ,Female,55,DSL,Two year,Mailed check,57,3112,0
7005-CYUIL,Female,71,Fiber optic,Two year,Electronic check,99,7168,0
4821-WQOYN,Female,72,No,Two year,Credit card (automatic),20,1326,0
4730-AWNAU,Male,36,DSL,One year,Credit card (automatic),61,2235,0
3452-FLHYD,Male,25,No,One year,Bank transfer (automatic),21,495,0
2388-LAESQ,Female,72,Fiber optic,Two year,Bank transfer (automatic),115,8318,0
9531-NSBMR,Female,36,No,One year,Bank transfer (automatic),19,680,0
6260-ONULR,Male,1,DSL,Month-to-month,Mailed check,63,63,0
4389-UEFCZ,Female,72,Fiber optic,Two year,Electronic check,106,7544,0
8711-LOBKY,Male,59,No,Two year,Mailed check,20,1188,0
9134-CEQMF,Male,7,Fiber optic,Month-to-month,Electronic check,90,677,1
8985-OOPOS,Female,1,DSL,One year,Credit card (automatic),74,74,0
8800-ZKRFW,Female,30,Fiber optic,Month-to-month,Electronic check,108,3243,0
2616-FLVQC,Male,64,No,Two year,Mailed check,20,1240,0
9968-FFVVH,Male,63,DSL,One year,Bank transfer (automatic),69,4111,0
3108-PCCGG,Male,72,DSL,Two year,Credit card (automatic),84,5900,0
7993-PYKOF,Male,8,Fiber optic,Month-to-month,Electronic check,75,633,1
8390-FESFV,Female,62,DSL,Two year,Bank transfer (automatic),85,5193,0
3022-BEXHZ,Male,67,Fiber optic,Two year,Bank transfer (automatic),111,7531,0
5027-XWQHA,Male,6,DSL,Month-to-month,Electronic check,45,271,1
6248-TKCQV,Female,70,DSL,Two year,Bank transfer (automatic),81,5460,0
6729-GDNGC,Female,20,Fiber optic,Month-to-month,Bank transfer (automatic),81,1614,0
6198-ZFIOJ,Female,5,Fiber optic,Month-to-month,Electronic check,76,403,0
5989-OMNJE,Female,24,DSL,One year,Electronic check,58,1368,0
4566-QVRRW,Female,11,DSL,Month-to-month,Electronic check,44,484,1
1291-CUOCY,Male,72,Fiber optic,Two year,Credit card (automatic),111,7962,0
9795-SHUHB,Female,66,DSL,Two year,Credit card (automatic),58,3811,0
3230-IUALN,Female,45,DSL,Two year,Mailed check,81,3534,0
0042-RLHYP,Female,69,No,Two year,Bank transfer (automatic),20,1397,0
8519-IMDHU,Male,15,Fiber optic,Month-to-month,Bank transfer (automatic),86,1346,1
4945-RVMTE,Female,28,DSL,Month-to-month,Bank transfer (automatic),60,1646,0
0201-OAMXR,Female,70,Fiber optic,One year,Credit card (automatic),116,8128,1
1866-NXPSP,Female,36,DSL,One year,Mailed check,76,2680,0
3372-KWFBM,Male,16,Fiber optic,Month-to-month,Electronic check,87,1281,1
7831-QGOXH,Female,18,Fiber optic,Month-to-month,Electronic check,85,1554,1
6393-WRYZE,Female,34,Fiber optic,Month-to-month,Electronic check,98,3208,1
3941-XTSKM,Male,42,DSL,One year,Credit card (automatic),45,2049,0
1661-CZBAU,Male,48,DSL,One year,Bank transfer (automatic),71,3629,0
6599-RCLCJ,Male,47,Fiber optic,Month-to-month,Electronic check,110,5125,1
9831-BPFRI,Female,39,Fiber optic,One year,Electronic check,90,3474,1
5158-RIVOP,Female,11,No,Two year,Credit card (automatic),21,202,0
9788-YTFGE,Male,7,No,Month-to-month,Mailed check,20,148,0
9277-JOOMO,Female,3,No,Month-to-month,Mailed check,25,86,0
1907-YLNYW,Male,8,DSL,Month-to-month,Electronic check,67,579,0
1725-MIMXW,Male,1,No,Month-to-month,Mailed check,19,19,1
8947-YRTDV,Male,32,Fiber optic,One year,Mailed check,95,3132,0
3161-ONRWK,Male,60,DSL,One year,Bank transfer (automatic),66,3928,0
0114-RSRRW,Female,10,No,Month-to-month,Bank transfer (automatic),20,188,0
4565-NLZBV,Female,71,No,Two year,Bank transfer (automatic),25,1710,0
0031-PVLZI,Female,4,No,Month-to-month,Mailed check,20,76,1
7206-GZCDC,Female,1,Fiber optic,Month-to-month,Electronic check,69,69,1
6682-VCIXC,Female,43,DSL,One year,Bank transfer (automatic),51,2152,0
4791-QRGMF,Male,59,Fiber optic,One year,Bank transfer (automatic),100,5961,1
6475-VHUIZ,Female,23,DSL,Month-to-month,Electronic check,54,1222,0
3910-MRQOY,Female,72,No,Two year,Bank transfer (automatic),19,1496,0
0661-WCQNQ,Male,22,DSL,One year,Credit card (automatic),56,1292,0
7537-RBWEA,Female,1,DSL,Month-to-month,Mailed check,25,25,0
4656-CAURT,Male,69,No,Two year,Bank transfer (automatic),24,1713,0
0121-SNYRK,Male,50,DSL,One year,Mailed check,35,1749,0
1768-ZAIFU,Female,1,DSL,Month-to-month,Electronic check,25,25,1
4671-LXRDQ,Male,2,DSL,Month-to-month,Mailed check,45,96,1
3733-LSYCE,Female,15,Fiber optic,Month-to-month,Bank transfer (automatic),75,1115,0
6265-FRMTQ,Male,31,No,Two year,Bank transfer (automatic),20,609,0
1934-SJVJK,Male,1,No,Month-to-month,Mailed check,20,20,1
3838-OZURD,Male,66,Fiber optic,Month-to-month,Credit card (automatic),105,7133,1
1371-DWPAZ,Female,0,DSL,Two year,Credit card (automatic),56, ,0
9269-CQOOL,Male,3,DSL,Month-to-month,Credit card (automatic),55,169,1
2017-CCBLH,Female,8,No,Two year,Mailed check,20,142,0
7690-KPNCU,Male,64,DSL,One year,Credit card (automatic),73,4689,0
0536-BGFMZ,Female,28,No,Month-to-month,Mailed check,21,563,0
2293-IJWPS,Female,57,Fiber optic,One year,Credit card (automatic),101,5985,0
2845-HSJCY,Female,14,Fiber optic,Month-to-month,Electronic check,87,1259,1
5469-NUJUR,Male,19,No,Two year,Mailed check,20,374,0
1184-PJVDB,Male,10,Fiber optic,Month-to-month,Electronic check,80,857,1
2625-TRCZQ,Female,51,DSL,Month-to-month,Electronic check,50,2553,0
4102-HLENU,Female,67,DSL,Two year,Mailed check,66,4323,0
7266-GSSJX,Male,11,No,Month-to-month,Electronic check,20,251,0
7722-VJRQD,Male,72,DSL,Two year,Bank transfer (automatic),61,4549,0
7073-QETQY,Male,66,No,One year,Electronic check,20,1360,0
9415-DPEWS,Female,18,Fiber optic,Month-to-month,Electronic check,88,1639,1
5624-RYAMH,Female,9,No,Month-to-month,Electronic check,20,179,0
0196-JTUQI,Female,9,Fiber optic,Month-to-month,Credit card (automatic),75,634,0
7130-YXBRO,Male,48,Fiber optic,Month-to-month,Bank transfer (automatic),111,5315,0
9272-LSVYH,Male,10,Fiber optic,Month-to-month,Mailed check,70,736,0
7943-RQCHR,Female,9,Fiber optic,Month-to-month,Electronic check,95,890,1
3793-MMFUH,Female,13,Fiber optic,Month-to-month,Electronic check,95,1290,1
3249-ZPQRG,Male,4,Fiber optic,Month-to-month,Electronic check,78,330,1
2568-BRGYX,Male,4,Fiber optic,Month-to-month,Electronic check,70,238,1
3084-DOWLE,Female,72,DSL,Two year,Bank transfer (automatic),92,6474,0
1084-MNSMJ,Female,51,DSL,Two year,Credit card (automatic),86,4422,0
7721-JXEAW,Male,59,DSL,Month-to-month,Bank transfer (automatic),41,2453,1
7249-WBIYX,Male,10,Fiber optic,Month-to-month,Electronic check,86,814,1
4238-HFHSN,Male,61,Fiber optic,Month-to-month,Electronic check,82,4905,0
6250-CGGUN,Male,54,Fiber optic,One year,Electronic check,84,4484,0
5478-JJVZK,Female,33,DSL,Month-to-month,Mailed check,61,2034,0
7596-IIWYC,Female,27,No,Two year,Bank transfer (automatic),20,538,0
6567-HOOPW,Female,1,Fiber optic,Month-to-month,Electronic check,79,79,1
9793-WECQC,Male,23,Fiber optic,Month-to-month,Mailed check,95,2193,0
4291-HPAXL,Male,1,No,Month-to-month,Mailed check,20,20,0
8999-YPYBV,Male,45,DSL,Two year,Mailed check,84,3858,0
1839-FBNFR,Female,39,No,Two year,Bank transfer (automatic),20,855,0
3164-AALRN,Male,5,DSL,One year,Mailed check,70,347,1
3071-MVJCD,Male,72,DSL,Two year,Bank transfer (automatic),82,5815,0
1697-BCSHV,Female,58,DSL,Month-to-month,Bank transfer (automatic),67,3970,0
0562-KBDVM,Female,70,DSL,Two year,Bank transfer (automatic),45,3058,0
1131-SUEKT,Male,61,Fiber optic,One year,Bank transfer (automatic),98,6145,0
3717-OEAUQ,Male,2,Fiber optic,Month-to-month,Mailed check,71,129,0
4538-WNTMJ,Female,46,No,One year,Mailed check,25,1166,0
3334-CTHOL,Female,1,DSL,Month-to-month,Bank transfer (automatic),50,50,1
4704-ERYFC,Female,22,Fiber optic,Month-to-month,Electronic check,69,1554,1
9432-RUVSL,Female,48,Fiber optic,Two year,Credit card (automatic),103,4904,0
8060-HIWJJ,Male,64,DSL,Two year,Credit card (automatic),87,5633,0
7684-XSZIY,Male,72,No,Two year,Bank transfer (automatic),24,1643,0
9089-UOWJG,Female,12,DSL,Month-to-month,Credit card (automatic),58,741,0
8621-MNIHH,Female,34,Fiber optic,Month-to-month,Electronic check,94,3218,1
8039-ACLPL,Female,72,DSL,Two year,Credit card (automatic),69,4888,0
9885-AIBVB,Male,29,Fiber optic,Month-to-month,Electronic check,86,2440,0
1934-MKPXS,Male,33,No,One year,Credit card (automatic),20,621,0
2592-YKDIF,Female,1,No,Month-to-month,Mailed check,20,20,0
2272-JKMSI,Female,62,Fiber optic,One year,Electronic check,111,6841,0
0471-LVHGK,Male,41,DSL,One year,Electronic check,73,3001,1
9518-RWHZL,Female,64,Fiber optic,One year,Credit card (automatic),100,6254,1
8714-CTZJW,Female,4,Fiber optic,Month-to-month,Credit card (automatic),83,320,0
3569-EDBPQ,Female,24,Fiber optic,Month-to-month,Electronic check,84,1938,0
3131-NWVFJ,Female,14,No,One year,Mailed check,20,295,0
7521-YXVZY,Male,3,No,Month-to-month,Mailed check,20,58,0
5419-CONWX,Female,4,Fiber optic,Month-to-month,Credit card (automatic),100,443,1
6240-EURKS,Female,18,DSL,Month-to-month,Electronic check,35,553,1
2373-NTKOD,Male,8,DSL,Month-to-month,Electronic check,66,546,0
1970-KKFWL,Female,35,No,Two year,Bank transfer (automatic),23,797,0
6960-HVYXR,Female,1,Fiber optic,Month-to-month,Electronic check,76,76,1
9337-SRRNI,Male,66,No,Two year,Credit card (automatic),25,1674,0
0895-UADGO,Male,8,DSL,Two year,Mailed check,45,343,0
5678-VFNEQ,Female,71,Fiber optic,One year,Credit card (automatic),104,7412,0
5977-CKHON,Female,43,Fiber optic,Month-to-month,Bank transfer (automatic),93,4039,0
7024-OHCCK,Female,2,Fiber optic,Month-to-month,Electronic check,94,171,1
2692-BUCFV,Male,29,Fiber optic,Month-to-month,Bank transfer (automatic),101,2949,0
7861-UVUFT,Female,15,Fiber optic,Month-to-month,Electronic check,84,1308,1
1830-GGFNM,Male,65,Fiber optic,Two year,Credit card (automatic),95,6079,0
5302-BDJNT,Male,35,Fiber optic,Month-to-month,Electronic check,96,3418,0
5223-UZAVK,Male,64,Fiber optic,One year,Credit card (automatic),100,6604,0
4859-ZSRDZ,Female,58,DSL,Two year,Credit card (automatic),56,3167,0
5651-WYIPH,Female,18,DSL,Month-to-month,Credit card (automatic),50,866,0
9350-VLHMB,Male,67,Fiber optic,Month-to-month,Bank transfer (automatic),90,6373,0
3498-LZGQZ,Male,63,No,Two year,Mailed check,19,1177,0
8785-CJSHH,Female,60,Fiber optic,Month-to-month,Electronic check,100,5986,0
5357-TZHPP,Male,9,Fiber optic,Month-to-month,Credit card (automatic),84,733,1
3870-SPZSI,Female,70,Fiber optic,Two year,Credit card (automatic),113,7869,0
0680-DFNNY,Male,15,Fiber optic,Month-to-month,Electronic check,101,1504,1
7560-QRBXH,Female,48,No,One year,Mailed check,20,937,0
7077-XJMET,Male,12,DSL,Month-to-month,Electronic check,74,741,0
8752-GHJFU,Male,71,Fiber optic,One year,Electronic check,92,6585,0
6896-SRVYQ,Male,44,Fiber optic,Month-to-month,Electronic check,74,3122,0
7767-UXAGJ,Male,1,DSL,Month-to-month,Electronic check,50,50,1
4652-ODEVH,Male,45,No,Two year,Mailed check,24,1088,0
6510-UPNKS,Female,23,No,One year,Credit card (automatic),25,615,0
6718-BDGHG,Female,43,DSL,One year,Bank transfer (automatic),65,2908,0
9046-DQMTP,Male,35,No,Month-to-month,Bank transfer (automatic),21,740,0
6439-LAJXL,Male,9,DSL,Month-to-month,Mailed check,69,594,0
1571-SAVHK,Male,12,Fiber optic,Month-to-month,Mailed check,100,1133,1
9052-VKDUW,Female,65,Fiber optic,Month-to-month,Credit card (automatic),109,7227,0
9546-CQJSU,Female,2,Fiber optic,Month-to-month,Electronic check,91,194,1
1666-JZPZT,Male,27,DSL,Month-to-month,Mailed check,49,1291,0
5777-KJIRB,Female,40,DSL,One year,Mailed check,50,2024,0
0506-LVNGN,Female,5,Fiber optic,Month-to-month,Credit card (automatic),76,350,1
7677-SJJJK,Male,8,No,One year,Credit card (automatic),20,154,0
2480-EJWYP,Female,58,Fiber optic,One year,Bank transfer (automatic),98,5459,0
3253-HKOKL,Female,52,Fiber optic,One year,Electronic check,100,5244,0
7055-HNEOJ,Male,3,DSL,Month-to-month,Mailed check,56,155,0
5514-YQENT,Male,41,Fiber optic,Two year,Electronic check,111,4507,0
3211-AAPKX,Male,20,Fiber optic,Month-to-month,Mailed check,99,2032,0
8445-DNBAE,Male,1,DSL,Month-to-month,Electronic check,50,50,0
2951-QOQTK,Male,4,Fiber optic,Month-to-month,Credit card (automatic),81,332,1
2958-NHPPS,Male,23,No,Month-to-month,Electronic check,21,474,0
6806-YDEUL,Female,6,No,Month-to-month,Bank transfer (automatic),20,107,0
1735-XMJVH,Male,8,No,Month-to-month,Mailed check,19,153,0
6890-PFRQX,Male,18,DSL,Month-to-month,Mailed check,70,1199,0
0222-CNVPT,Male,52,DSL,Month-to-month,Credit card (automatic),49,2555,0
5899-OUVKV,Male,31,Fiber optic,Month-to-month,Electronic check,95,2979,0
8681-ICONS,Male,29,No,Month-to-month,Mailed check,21,655,0
1621-YNCJH,Female,36,Fiber optic,Two year,Credit card (automatic),106,3834,0
3473-XIIIT,Female,16,Fiber optic,Month-to-month,Electronic check,100,1535,1
6362-QHAFM,Male,42,Fiber optic,One year,Electronic check,108,4586,0
7893-IXHRQ,Male,1,No,Month-to-month,Electronic check,21,21,1
3070-BDOQC,Female,60,Fiber optic,Two year,Electronic check,100,5941,0
2952-QAYZF,Male,5,Fiber optic,Month-to-month,Electronic check,85,424,1
6234-PFPXL,Male,22,Fiber optic,Month-to-month,Credit card (automatic),96,2235,0
9824-QCJPK,Male,36,No,One year,Mailed check,20,667,0
4763-PGDPO,Female,4,Fiber optic,Month-to-month,Electronic check,70,281,1
